,symptoms,prognosa
1854,"Saya tidak merasakan adanya bersin terus menerus. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Kasus kulit kekuningan ringan. Saya mengalami kelelahan dalam beberapa hari terakhir. Sering bermasalah dengan sejarah keluarga. Saya tidak merasakan adanya sakit perut 1. Sesekali, menguningnya mata saya rasakan. Tidak ada kelemahan pada tungkai.",21
1855,"menguningnya mata. Kasus sejarah keluarga ringan. Tidak ada keasaman. Saya mengalami kulit kekuningan dalam beberapa hari terakhir. Saya tidak merasakan adanya bisul di lidah. Sesekali, mual saya rasakan. Saya mengalami kelelahan dalam beberapa hari terakhir. Tidak ada sakit perut.",21
1856,Tidak ada sakit punggung. Saya mengalami kulit kekuningan. Saya menemukan tanda-tanda mual. Saya tidak merasakan sakit kepala. Tidak ada gatal. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Sering bermasalah dengan sejarah keluarga. kelelahan.,21
1857,"Tidak ada nyeri sendi. Saya mengalami kehilangan selera makan. Kasus kelelahan ringan. Sesekali, kulit kekuningan saya rasakan. Tidak ada panas dingin. Tidak ada buang air kecil bercak. Sering bermasalah dengan menguningnya mata. Kasus mual ringan.",21
1858,menguningnya mata. Saya tidak merasakan buang air kecil yang terbakar. Sering bermasalah dengan sejarah keluarga. Saya menemukan tanda-tanda kehilangan selera makan. Kasus mual ringan. Saya tidak merasakan adanya buang air kecil bercak. Kasus kelelahan ringan. Sering bermasalah dengan kulit kekuningan. Tidak ada muntah.,21
1859,"Tidak ada urin gelap. Saya mengalami kulit kekuningan sesekali. Sesekali, menguningnya mata saya rasakan. Tidak ada bisul di lidah. Saya mengalami mual sesekali. Kasus kehilangan selera makan ringan. Saya mengalami kelelahan sesekali. Sering bermasalah dengan sejarah keluarga. Tidak ada perubahan suasana hati.",21
1860,"Saya tidak merasakan rasa tidak enak. Saya mengalami menguningnya mata dalam beberapa hari terakhir. Kasus urin gelap ringan. Saya tidak merasakan wajah dan mata sembab. Kasus sakit perut 1 ringan. Sering bermasalah dengan mual. kehilangan selera makan. Sesekali, nyeri sendi saya rasakan. Saya mengalami kulit kekuningan. Saya tidak merasakan adanya pusing. Sesekali, muntah saya rasakan. kelelahan.",22
1861,"Sering bermasalah dengan kulit kekuningan. Saya tidak merasakan pemborosan otot. Kasus muntah ringan. Saya tidak merasakan demam tinggi. menguningnya mata. Sesekali, sakit perut 1 saya rasakan. Kasus urin gelap ringan. Saya mengalami kelelahan. Sering bermasalah dengan kehilangan selera makan. Tidak ada panas dingin. Sesekali, mual saya rasakan.",22
1862,Saya tidak merasakan demam tinggi. Saya mengalami urin gelap dalam beberapa hari terakhir. Saya mengalami nyeri sendi dalam beberapa hari terakhir. Saya tidak merasakan adanya gangguan pencernaan. sakit perut 1. Saya mengalami kelelahan sesekali. Kasus menguningnya mata ringan. Saya menemukan tanda-tanda mual. Saya tidak merasakan bisul di lidah. kulit kekuningan. Saya mengalami kehilangan selera makan sesekali.,22
1863,"Sesekali, sakit perut 1 saya rasakan. Saya mengalami urin gelap sesekali. Saya mengalami menguningnya mata dalam beberapa hari terakhir. Saya tidak merasakan adanya gemetaran. Saya tidak merasakan demam tinggi. Saya mengalami nyeri sendi sesekali. Saya mengalami mual. Kasus kulit kekuningan ringan. Tidak ada buang air kecil yang terbakar. Kasus kehilangan selera makan ringan. Saya mengalami muntah sesekali.",22
1864,"Kasus mual ringan. Saya mengalami urin gelap dalam beberapa hari terakhir. Sesekali, kehilangan selera makan saya rasakan. Saya tidak merasakan adanya tangan dan kaki dingin. Saya menemukan tanda-tanda muntah. Sesekali, nyeri sendi saya rasakan. Saya tidak merasakan gangguan pencernaan. Saya tidak merasakan penambahan berat badan. Saya mengalami sakit perut 1 sesekali. Saya menemukan tanda-tanda menguningnya mata. Kasus kelelahan ringan.",22
1865,Sering bermasalah dengan muntah. Saya mengalami kehilangan selera makan sesekali. Saya tidak merasakan sembelit. Saya tidak merasakan adanya pembengkakan perut. Saya mengalami mual dalam beberapa hari terakhir. Sering bermasalah dengan menguningnya mata. Saya menemukan tanda-tanda kulit kekuningan. Kasus kelelahan ringan. Saya menemukan tanda-tanda nyeri sendi. Saya mengalami sakit perut 1. Tidak ada rasa lapar yang berlebihan.,22
1866,"Tidak ada erupsi kulit nodal. Sesekali, muntah saya rasakan. Tidak ada penurunan berat badan. Saya mengalami menguningnya mata dalam beberapa hari terakhir. Kasus kelelahan ringan. Tidak ada kegelisahan. Saya mengalami urin gelap sesekali. Kasus nyeri sendi ringan. Saya menemukan tanda-tanda sakit perut 1. Sering bermasalah dengan kulit kekuningan. Saya menemukan tanda-tanda kehilangan selera makan.",22
1867,"Saya mengalami kelelahan. Saya mengalami urin gelap sesekali. Saya tidak merasakan kelesuan. Saya mengalami muntah. Sesekali, menguningnya mata saya rasakan. Sesekali, nyeri sendi saya rasakan. Sering bermasalah dengan kulit kekuningan. Saya tidak merasakan adanya bercak di tenggorokan. mual. Sering bermasalah dengan sakit perut 1. Tidak ada kadar gula tidak teratur.",22
1868,"kehilangan selera makan. urin gelap. Saya tidak merasakan adanya berkeringat. Saya tidak merasakan kadar gula tidak teratur. Saya mengalami kulit kekuningan dalam beberapa hari terakhir. Sesekali, muntah saya rasakan. Sering bermasalah dengan kelelahan. Saya mengalami menguningnya mata. Sesekali, mual saya rasakan. Saya tidak merasakan kuku rapuh. Sesekali, nyeri sendi saya rasakan.",22
1869,Saya mengalami kelelahan sesekali. Tidak ada erupsi kulit nodal. Tidak ada penambahan berat badan. Saya mengalami muntah. Sering bermasalah dengan sakit perut 1. Saya mengalami nyeri sendi sesekali. Saya mengalami kulit kekuningan sesekali. Saya mengalami kehilangan selera makan sesekali. Tidak ada demam tinggi. urin gelap. Saya mengalami mual sesekali.,22
1870,Saya mengalami koma sesekali. Tidak ada pusing. Tidak ada detak jantung cepat. Saya mengalami kulit kekuningan. Kasus demam tinggi ringan. Kasus sakit perut 1 ringan. Saya menemukan tanda-tanda kehilangan selera makan. urin gelap. Kasus nyeri sendi ringan. Saya mengalami menguningnya mata dalam beberapa hari terakhir. pendarahan perut. Saya menemukan tanda-tanda muntah. Kasus mual ringan. Saya tidak merasakan adanya tinja berdarah. Saya mengalami kelelahan dalam beberapa hari terakhir.,23
1871,"urin gelap. Saya tidak merasakan kelenjar getah bening membengkak. Kasus kelelahan ringan. Kasus kehilangan selera makan ringan. Saya tidak merasakan bisul di lidah. Saya mengalami pendarahan perut. Tidak ada dehidrasi. Saya mengalami gagal hati akut. Kasus koma ringan. Sering bermasalah dengan muntah. Kasus nyeri sendi ringan. Kasus kulit kekuningan ringan. Kasus sakit perut 1 ringan. Sesekali, demam tinggi saya rasakan. Saya mengalami mual. Saya menemukan tanda-tanda menguningnya mata.",23
1872,"Sesekali, kulit kekuningan saya rasakan. kehilangan selera makan. urin gelap. Saya tidak merasakan adanya kelebihan cairan. Saya mengalami mual dalam beberapa hari terakhir. Saya tidak merasakan adanya mata merah. Saya mengalami muntah sesekali. Saya mengalami demam tinggi dalam beberapa hari terakhir. Sesekali, nyeri sendi saya rasakan. sakit perut 1. Saya mengalami pendarahan perut dalam beberapa hari terakhir. Sesekali, koma saya rasakan. Sering bermasalah dengan gagal hati akut. Saya tidak merasakan adanya gemetaran. Sesekali, menguningnya mata saya rasakan. Sesekali, kelelahan saya rasakan.",23
1873,"Saya mengalami pendarahan perut. Saya mengalami muntah sesekali. Kasus gagal hati akut ringan. Kasus koma ringan. kulit kekuningan. Kasus urin gelap ringan. Saya mengalami menguningnya mata. Saya tidak merasakan adanya bercak di tenggorokan. Sesekali, sakit perut 1 saya rasakan. Kasus mual ringan. Saya tidak merasakan adanya rasa tidak enak. Saya tidak merasakan pemborosan otot. Saya mengalami kehilangan selera makan sesekali. Kasus kelelahan ringan. Saya mengalami demam tinggi.",23
1874,"Saya tidak merasakan adanya erupsi kulit nodal. Saya menemukan tanda-tanda gagal hati akut. Saya mengalami nyeri sendi dalam beberapa hari terakhir. Sering bermasalah dengan kehilangan selera makan. Saya mengalami demam tinggi. Saya mengalami mual sesekali. Saya mengalami kulit kekuningan. koma. Kasus pendarahan perut ringan. Saya tidak merasakan keasaman. sakit perut 1. Tidak ada bersin terus menerus. Saya mengalami menguningnya mata. Saya mengalami urin gelap sesekali. Sesekali, kelelahan saya rasakan.",23
1875,"Saya mengalami muntah. Sering bermasalah dengan sakit perut 1. koma. Saya mengalami nyeri sendi sesekali. Saya mengalami menguningnya mata sesekali. Saya tidak merasakan panas dingin. Saya mengalami gagal hati akut dalam beberapa hari terakhir. Kasus kehilangan selera makan ringan. Saya mengalami kulit kekuningan dalam beberapa hari terakhir. urin gelap. Kasus pendarahan perut ringan. Saya tidak merasakan adanya erupsi kulit nodal. Sesekali, mual saya rasakan. Kasus demam tinggi ringan. Tidak ada sakit perut.",23
1876,Saya mengalami mual dalam beberapa hari terakhir. Tidak ada kelebihan cairan. Saya mengalami koma. Saya tidak merasakan adanya perubahan suasana hati. Saya mengalami urin gelap. Saya mengalami gagal hati akut sesekali. Saya tidak merasakan adanya erupsi kulit nodal. Saya menemukan tanda-tanda muntah. Saya menemukan tanda-tanda sakit perut 1. Sering bermasalah dengan menguningnya mata. Saya mengalami nyeri sendi dalam beberapa hari terakhir. Saya mengalami kulit kekuningan sesekali. Saya menemukan tanda-tanda kelelahan. kehilangan selera makan. Saya mengalami pendarahan perut.,23
1877,"menguningnya mata. Sering bermasalah dengan muntah. Saya tidak merasakan nyeri di belakang mata. Saya tidak merasakan sembelit. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya mengalami koma dalam beberapa hari terakhir. Saya mengalami pendarahan perut dalam beberapa hari terakhir. Sesekali, nyeri sendi saya rasakan. Saya tidak merasakan adanya sakit perut. Saya menemukan tanda-tanda urin gelap. sakit perut 1. Saya mengalami demam tinggi sesekali. Kasus mual ringan. Sering bermasalah dengan gagal hati akut. Kasus kehilangan selera makan ringan.",23
1878,"Saya mengalami kelelahan. kehilangan selera makan. Saya mengalami koma sesekali. Sesekali, pendarahan perut saya rasakan. Sesekali, gagal hati akut saya rasakan. Tidak ada sakit punggung. Saya mengalami nyeri sendi. Saya mengalami sakit perut 1 sesekali. Saya menemukan tanda-tanda menguningnya mata. Saya tidak merasakan wajah dan mata sembab. mual. Saya mengalami demam tinggi. Sering bermasalah dengan kulit kekuningan. Tidak ada tinja berdarah. Saya mengalami muntah dalam beberapa hari terakhir.",23
1879,"Saya mengalami nyeri sendi. Saya mengalami sakit perut 1. Saya mengalami demam tinggi sesekali. Saya menemukan tanda-tanda pendarahan perut. menguningnya mata. Tidak ada dehidrasi. Saya mengalami muntah sesekali. Saya mengalami gagal hati akut. Sesekali, urin gelap saya rasakan. Sesekali, kulit kekuningan saya rasakan. Sesekali, kehilangan selera makan saya rasakan. Tidak ada gemetaran. koma. Saya tidak merasakan adanya pemborosan otot. kelelahan.",23
1880,"Saya mengalami muntah sesekali. riwayat konsumsi alkohol. Kasus distensi abdomen ringan. kulit kekuningan. Saya tidak merasakan demam tinggi. Tidak ada kadar gula tidak teratur. Saya menemukan tanda-tanda pembengkakan perut. Tidak ada gangguan pencernaan. Saya mengalami sakit perut 1 sesekali. Sesekali, kelebihan cairan 1 saya rasakan.",24
1881,riwayat konsumsi alkohol. Sering bermasalah dengan kelebihan cairan 1. Kasus muntah ringan. Sering bermasalah dengan sakit perut 1. Saya mengalami distensi abdomen sesekali. Saya tidak merasakan adanya buang air kecil bercak. Tidak ada pemborosan otot. kulit kekuningan. Kasus pembengkakan perut ringan. Saya tidak merasakan tangan dan kaki dingin.,24
1882,"Sering bermasalah dengan pembengkakan perut. Saya tidak merasakan adanya urin gelap. Saya mengalami distensi abdomen. Saya tidak merasakan tangan dan kaki dingin. Saya tidak merasakan pemborosan otot. Sesekali, kulit kekuningan saya rasakan. Sesekali, sakit perut 1 saya rasakan. Kasus kelebihan cairan 1 ringan. Sesekali, riwayat konsumsi alkohol saya rasakan.",24
1883,Tidak ada pemborosan otot. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Saya tidak merasakan adanya gatal. Sering bermasalah dengan muntah. Saya menemukan tanda-tanda distensi abdomen. pembengkakan perut. Tidak ada perubahan suasana hati. Kasus riwayat konsumsi alkohol ringan. Saya mengalami kelebihan cairan 1 sesekali.,24
1884,"Saya mengalami muntah sesekali. Tidak ada gemetaran. riwayat konsumsi alkohol. kelebihan cairan 1. Saya tidak merasakan bisul di lidah. Saya mengalami distensi abdomen. Sesekali, kulit kekuningan saya rasakan. Saya tidak merasakan bercak di tenggorokan. Kasus pembengkakan perut ringan.",24
1885,Saya tidak merasakan nyeri di belakang mata. Saya tidak merasakan adanya sesak napas. Saya mengalami riwayat konsumsi alkohol dalam beberapa hari terakhir. Sering bermasalah dengan kulit kekuningan. distensi abdomen. Saya tidak merasakan adanya berkeringat. Kasus kelebihan cairan 1 ringan. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Saya menemukan tanda-tanda muntah.,24
1886,Saya mengalami kulit kekuningan dalam beberapa hari terakhir. kelebihan cairan 1. Tidak ada gatal. Tidak ada tangan dan kaki dingin. Saya mengalami pembengkakan perut dalam beberapa hari terakhir. Saya tidak merasakan adanya sembelit. Kasus muntah ringan. Sering bermasalah dengan sakit perut 1. Saya menemukan tanda-tanda riwayat konsumsi alkohol.,24
1887,Saya mengalami sakit perut 1. Saya tidak merasakan adanya bercak di tenggorokan. Saya mengalami kelebihan cairan 1 sesekali. Saya mengalami distensi abdomen. pembengkakan perut. Saya tidak merasakan adanya sesak napas. Saya menemukan tanda-tanda muntah. Saya mengalami kulit kekuningan. Saya tidak merasakan adanya ruam kulit.,24
1888,"Saya tidak merasakan bisul di lidah. Saya tidak merasakan adanya bersin terus menerus. Sesekali, muntah saya rasakan. Sering bermasalah dengan pembengkakan perut. Saya mengalami riwayat konsumsi alkohol sesekali. Saya tidak merasakan kelelahan. Saya mengalami sakit perut 1 sesekali. Kasus kulit kekuningan ringan. Sesekali, distensi abdomen saya rasakan.",24
1889,"Saya mengalami kulit kekuningan. Kasus riwayat konsumsi alkohol ringan. Saya tidak merasakan sembelit. Saya menemukan tanda-tanda sakit perut 1. Sering bermasalah dengan muntah. Sesekali, distensi abdomen saya rasakan. Kasus pembengkakan perut ringan. Saya tidak merasakan adanya berkeringat. Saya menemukan tanda-tanda kelebihan cairan 1. Saya tidak merasakan adanya kadar gula tidak teratur.",24
1890,"Saya mengalami rasa tidak enak sesekali. Saya mengalami sesak napas. Tidak ada kelebihan cairan. Saya mengalami panas dingin. Saya mengalami dahak dalam beberapa hari terakhir. Sesekali, kehilangan selera makan saya rasakan. Sesekali, muntah saya rasakan. kelelahan. Sering bermasalah dengan penurunan berat badan. Saya mengalami batuk sesekali. Saya mengalami nyeri dada dalam beberapa hari terakhir. Saya tidak merasakan adanya kelesuan. Sesekali, menguningnya mata saya rasakan. Tidak ada nyeri sendi. Saya mengalami berkeringat dalam beberapa hari terakhir. Sesekali, demam tinggi saya rasakan. Saya mengalami darah dalam dahak. Sering bermasalah dengan kelenjar getah bening membengkak. Sesekali, demam ringan saya rasakan.",25
1891,"Saya menemukan tanda-tanda kehilangan selera makan. Saya tidak merasakan pemborosan otot. Saya menemukan tanda-tanda menguningnya mata. Saya mengalami nyeri dada sesekali. panas dingin. kelelahan. Saya mengalami demam tinggi. Saya mengalami dahak. Saya tidak merasakan penambahan berat badan. Saya menemukan tanda-tanda rasa tidak enak. Saya menemukan tanda-tanda darah dalam dahak. Saya mengalami kelenjar getah bening membengkak dalam beberapa hari terakhir. batuk. Saya menemukan tanda-tanda muntah. demam ringan. Sesekali, berkeringat saya rasakan. Saya mengalami sesak napas dalam beberapa hari terakhir. Saya tidak merasakan bercak di tenggorokan. Kasus penurunan berat badan ringan.",25
1892,"Sering bermasalah dengan kelenjar getah bening membengkak. Tidak ada kegelisahan. Kasus demam ringan ringan. Sesekali, penurunan berat badan saya rasakan. Saya mengalami demam tinggi sesekali. Kasus nyeri dada ringan. Saya mengalami dahak dalam beberapa hari terakhir. Saya mengalami menguningnya mata. Saya tidak merasakan adanya kelemahan pada tungkai. Sesekali, kelelahan saya rasakan. Sering bermasalah dengan batuk. Kasus rasa tidak enak ringan. muntah. Saya menemukan tanda-tanda berkeringat. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Saya tidak merasakan bercak di tenggorokan. Saya mengalami darah dalam dahak dalam beberapa hari terakhir. Saya mengalami sesak napas.",25
1893,"Saya tidak merasakan kegelisahan. kelenjar getah bening membengkak. Saya mengalami penurunan berat badan. Kasus demam ringan ringan. Sering bermasalah dengan darah dalam dahak. Tidak ada mata merah. Saya mengalami dahak sesekali. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Sesekali, rasa tidak enak saya rasakan. Saya tidak merasakan dehidrasi. Saya mengalami sesak napas. Sesekali, batuk saya rasakan. Saya mengalami panas dingin dalam beberapa hari terakhir. Sering bermasalah dengan kelelahan. Saya mengalami demam tinggi sesekali. Saya mengalami berkeringat sesekali. Kasus menguningnya mata ringan. Sesekali, nyeri dada saya rasakan.",25
1894,"muntah. Saya menemukan tanda-tanda nyeri dada. Saya mengalami kelenjar getah bening membengkak dalam beberapa hari terakhir. Saya mengalami batuk. Kasus berkeringat ringan. Sering bermasalah dengan penurunan berat badan. Saya mengalami demam tinggi. Saya menemukan tanda-tanda dahak. Saya menemukan tanda-tanda demam ringan. Saya tidak merasakan urin gelap. Saya tidak merasakan kulit kekuningan. Sering bermasalah dengan sesak napas. Saya mengalami kehilangan selera makan sesekali. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Sesekali, darah dalam dahak saya rasakan. Saya mengalami panas dingin sesekali. Saya tidak merasakan adanya urin kuning. Saya mengalami menguningnya mata dalam beberapa hari terakhir.",25
1895,"Sesekali, sesak napas saya rasakan. Sesekali, nyeri dada saya rasakan. Tidak ada mata cekung. Saya tidak merasakan adanya mual. Saya mengalami menguningnya mata dalam beberapa hari terakhir. Sering bermasalah dengan kelelahan. Sesekali, dahak saya rasakan. demam tinggi. kelenjar getah bening membengkak. Kasus muntah ringan. Sering bermasalah dengan berkeringat. darah dalam dahak. Sesekali, rasa tidak enak saya rasakan. Saya menemukan tanda-tanda demam ringan. Saya tidak merasakan adanya tekanan sinus. Kasus kehilangan selera makan ringan. panas dingin. Sering bermasalah dengan batuk.",25
1896,Saya mengalami nyeri dada. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya mengalami muntah sesekali. Saya tidak merasakan adanya keasaman. Saya mengalami kelenjar getah bening membengkak sesekali. Saya mengalami darah dalam dahak dalam beberapa hari terakhir. Saya mengalami penurunan berat badan sesekali. Saya mengalami sesak napas sesekali. Saya mengalami kehilangan selera makan sesekali. Saya tidak merasakan adanya kontak perkawinan ekstra. Saya mengalami demam ringan dalam beberapa hari terakhir. Kasus berkeringat ringan. Kasus panas dingin ringan. Saya menemukan tanda-tanda rasa tidak enak. Saya menemukan tanda-tanda menguningnya mata. Saya mengalami demam tinggi dalam beberapa hari terakhir. Saya tidak merasakan buang air kecil bercak. Saya mengalami dahak.,25
1897,"sesak napas. Kasus panas dingin ringan. Saya mengalami dahak sesekali. Saya menemukan tanda-tanda batuk. Saya tidak merasakan buang air kecil yang terbakar. Saya menemukan tanda-tanda rasa tidak enak. Kasus demam ringan ringan. Saya menemukan tanda-tanda menguningnya mata. Sering bermasalah dengan kelenjar getah bening membengkak. Kasus kelelahan ringan. Saya tidak merasakan adanya bisul di lidah. Saya menemukan tanda-tanda penurunan berat badan. muntah. Sesekali, berkeringat saya rasakan. nyeri dada. Saya mengalami darah dalam dahak. Saya tidak merasakan bersin terus menerus. kehilangan selera makan.",25
1898,Saya tidak merasakan mual. Kasus berkeringat ringan. Sering bermasalah dengan demam ringan. Saya tidak merasakan adanya dehidrasi. Saya menemukan tanda-tanda darah dalam dahak. Kasus penurunan berat badan ringan. muntah. batuk. Saya mengalami dahak. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Saya mengalami nyeri dada sesekali. Saya mengalami menguningnya mata sesekali. Saya menemukan tanda-tanda kehilangan selera makan. Saya mengalami panas dingin dalam beberapa hari terakhir. demam tinggi. Saya tidak merasakan mata cekung. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya mengalami kelenjar getah bening membengkak sesekali.,25
1899,Saya mengalami dahak dalam beberapa hari terakhir. Saya mengalami nyeri dada dalam beberapa hari terakhir. Saya menemukan tanda-tanda sesak napas. Saya tidak merasakan adanya buang air kecil bercak. Sering bermasalah dengan kehilangan selera makan. Kasus rasa tidak enak ringan. Saya mengalami menguningnya mata. Tidak ada memar. Kasus darah dalam dahak ringan. Sering bermasalah dengan kelenjar getah bening membengkak. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya tidak merasakan adanya kecemasan. Saya mengalami demam ringan. Sering bermasalah dengan muntah. demam tinggi. Saya mengalami batuk. Kasus penurunan berat badan ringan. Saya mengalami panas dingin sesekali.,25
1900,"Saya mengalami iritasi tenggorokan dalam beberapa hari terakhir. Sesekali, tekanan sinus saya rasakan. Saya mengalami nyeri otot sesekali. Tidak ada perubahan suasana hati. Saya mengalami kelelahan dalam beberapa hari terakhir. Kasus batuk ringan. Sesekali, panas dingin saya rasakan. Saya mengalami nyeri dada dalam beberapa hari terakhir. Sering bermasalah dengan mata merah. Saya mengalami bersin terus menerus. Saya mengalami pilek. Kasus sakit kepala ringan. kelenjar getah bening membengkak. Tidak ada nyeri di belakang mata. Saya mengalami demam tinggi sesekali. Sering bermasalah dengan penyumbatan. Tidak ada mual. kehilangan bau. Kasus rasa tidak enak ringan. Saya mengalami dahak sesekali.",26
1901,"Sesekali, batuk saya rasakan. Saya mengalami kelelahan. Saya mengalami nyeri dada dalam beberapa hari terakhir. Tidak ada ruam kulit. Saya menemukan tanda-tanda pilek. Kasus kehilangan bau ringan. Sering bermasalah dengan tekanan sinus. Kasus penyumbatan ringan. kelenjar getah bening membengkak. Saya mengalami bersin terus menerus dalam beberapa hari terakhir. Kasus demam tinggi ringan. Saya mengalami rasa tidak enak sesekali. Saya mengalami mata merah dalam beberapa hari terakhir. Saya mengalami iritasi tenggorokan. Saya tidak merasakan adanya gemetaran. Saya mengalami sakit kepala dalam beberapa hari terakhir. Tidak ada muntah. Sesekali, dahak saya rasakan. Kasus panas dingin ringan. Saya mengalami nyeri otot dalam beberapa hari terakhir.",26
1902,"Saya menemukan tanda-tanda kelenjar getah bening membengkak. Tidak ada bersin terus menerus. Saya menemukan tanda-tanda demam tinggi. Saya mengalami pilek sesekali. Saya mengalami tekanan sinus sesekali. Saya mengalami panas dingin sesekali. Tidak ada pemborosan otot. Sesekali, iritasi tenggorokan saya rasakan. Saya mengalami nyeri otot. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Saya mengalami nyeri dada sesekali. Saya menemukan tanda-tanda penyumbatan. Saya menemukan tanda-tanda kehilangan bau. Kasus sakit kepala ringan. Tidak ada nyeri sendi. Sesekali, kelelahan saya rasakan. Sering bermasalah dengan dahak. Sesekali, batuk saya rasakan. Saya mengalami mata merah sesekali.",26
1903,"Sering bermasalah dengan mata merah. Tidak ada muntah. Saya mengalami kelenjar getah bening membengkak sesekali. Sesekali, batuk saya rasakan. Kasus rasa tidak enak ringan. Sesekali, sakit kepala saya rasakan. Saya mengalami kelelahan. Saya mengalami iritasi tenggorokan dalam beberapa hari terakhir. Saya mengalami demam tinggi. penyumbatan. Sesekali, nyeri otot saya rasakan. Saya menemukan tanda-tanda dahak. Kasus pilek ringan. Saya tidak merasakan bercak di tenggorokan. Kasus tekanan sinus ringan. Kasus nyeri dada ringan. Saya tidak merasakan berkeringat. Saya mengalami kehilangan bau dalam beberapa hari terakhir. Saya mengalami bersin terus menerus sesekali.",26
1904,"Saya mengalami panas dingin dalam beberapa hari terakhir. penyumbatan. Saya mengalami dahak. Tidak ada penurunan berat badan. Saya mengalami mata merah sesekali. Saya tidak merasakan penambahan berat badan. Saya mengalami bersin terus menerus. Saya mengalami pilek. Saya mengalami kehilangan bau sesekali. Sesekali, kelenjar getah bening membengkak saya rasakan. Kasus rasa tidak enak ringan. Tidak ada sesak napas. Sering bermasalah dengan batuk. Saya mengalami nyeri otot sesekali. Kasus demam tinggi ringan. Sesekali, sakit kepala saya rasakan. Sering bermasalah dengan nyeri dada. Saya mengalami iritasi tenggorokan dalam beberapa hari terakhir. tekanan sinus.",26
1905,"Saya mengalami penyumbatan dalam beberapa hari terakhir. dahak. Sesekali, panas dingin saya rasakan. Saya mengalami rasa tidak enak sesekali. pilek. Saya tidak merasakan kegelisahan. Sesekali, sakit kepala saya rasakan. nyeri otot. Saya mengalami kelelahan sesekali. Sering bermasalah dengan tekanan sinus. nyeri dada. Saya tidak merasakan kadar gula tidak teratur. Sering bermasalah dengan kehilangan bau. Tidak ada kecemasan. Sesekali, demam tinggi saya rasakan. Saya mengalami kelenjar getah bening membengkak sesekali. Saya menemukan tanda-tanda iritasi tenggorokan. Kasus bersin terus menerus ringan. Saya mengalami mata merah sesekali.",26
1906,"pilek. Sesekali, batuk saya rasakan. Sesekali, kelelahan saya rasakan. Sesekali, mata merah saya rasakan. Saya menemukan tanda-tanda dahak. Sesekali, tekanan sinus saya rasakan. Saya menemukan tanda-tanda kehilangan bau. sakit kepala. Saya mengalami panas dingin dalam beberapa hari terakhir. Saya mengalami nyeri otot sesekali. Saya tidak merasakan mata cekung. Saya mengalami kelenjar getah bening membengkak. Tidak ada demam tinggi. Sering bermasalah dengan rasa tidak enak. Kasus penyumbatan ringan. Kasus nyeri dada ringan. Kasus iritasi tenggorokan ringan. Saya tidak merasakan kehilangan selera makan. bersin terus menerus.",26
1907,"Saya mengalami dahak. Saya tidak merasakan diare. Sering bermasalah dengan penyumbatan. Saya tidak merasakan muntah. Sesekali, demam tinggi saya rasakan. Saya menemukan tanda-tanda panas dingin. Sering bermasalah dengan batuk. Saya mengalami nyeri otot dalam beberapa hari terakhir. Kasus kelelahan ringan. Saya mengalami kelenjar getah bening membengkak sesekali. Saya mengalami pilek dalam beberapa hari terakhir. Saya mengalami rasa tidak enak sesekali. Sesekali, mata merah saya rasakan. Saya menemukan tanda-tanda nyeri dada. Kasus kehilangan bau ringan. Tidak ada menguningnya mata. Kasus iritasi tenggorokan ringan. Sesekali, bersin terus menerus saya rasakan. Saya menemukan tanda-tanda tekanan sinus.",26
1908,"pilek. Sesekali, penyumbatan saya rasakan. Saya mengalami demam tinggi dalam beberapa hari terakhir. Saya mengalami tekanan sinus dalam beberapa hari terakhir. Saya mengalami nyeri dada. Kasus kelelahan ringan. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Tidak ada pembengkakan perut. Kasus sakit kepala ringan. Saya menemukan tanda-tanda nyeri otot. Saya tidak merasakan adanya mata cekung. Sesekali, kehilangan bau saya rasakan. Saya mengalami dahak sesekali. Tidak ada gemetaran. Sering bermasalah dengan panas dingin. Saya mengalami mata merah dalam beberapa hari terakhir. Saya menemukan tanda-tanda batuk. iritasi tenggorokan. Kasus bersin terus menerus ringan.",26
1909,"Sering bermasalah dengan kelenjar getah bening membengkak. Saya mengalami penyumbatan sesekali. Saya tidak merasakan tangan dan kaki dingin. Kasus nyeri dada ringan. Sering bermasalah dengan bersin terus menerus. Saya mengalami tekanan sinus. Saya mengalami demam tinggi. iritasi tenggorokan. Saya mengalami pilek dalam beberapa hari terakhir. Sesekali, dahak saya rasakan. Saya mengalami kehilangan bau dalam beberapa hari terakhir. Tidak ada sakit perut. Saya mengalami kelelahan sesekali. Saya menemukan tanda-tanda mata merah. Kasus sakit kepala ringan. Saya tidak merasakan muntah. Sering bermasalah dengan panas dingin. Kasus batuk ringan. Saya menemukan tanda-tanda nyeri otot.",26
