indeks;label;text
26; Asma bronkial;Baru-baru ini, saya mengalami sejumlah gejala yang mengkhawatirkan, termasuk batuk kering, gangguan pernapasan, demam tinggi, dan banyak lendir. Saya juga merasa sangat lemah dan lelah.
27; Asma bronkial; Saat ini saya menghadapi sejumlah masalah kesehatan, termasuk batuk kering, sesak napas, demam tinggi, dan peningkatan produksi lendir. Saya juga merasa sangat lemah dan lelah
28; Asma bronkial; sudah seminggu, saya menderita masalah kesehatan yang berkelanjutan seperti batuk kering, masalah pernapasan, kelemahan sepanjang hari.
29; Asma bronkial; Dokter, dari beberapa hari saya tidak bisa bernafas, berbaring di tempat tidur karena demam tinggi, banyak lendir yang keluar. tolong sarankan saya beberapa obat.
30; Asma bronkial; Saya mengalami sesak napas, batuk terus-menerus, dan demam tinggi. Saya juga mengeluarkan banyak dahak yang kental dan berlendir, dan saya merasa sangat lelah dan lelah. Sangat sulit untuk menghadapi semua ini.
31; Asma bronkial;Saya sangat lemah dan lelah, dan demam saya menembus atap. Sangat sulit untuk mengatasi semua gejala ini, dan saya juga batuk banyak lendir. Aku menjadi sangat marah atas segalanya.
32; Asma bronkial; harus mengaku bahwa saya mengalami sesak nafas, batuk terus menerus, dan demam tinggi. Saya juga mengeluarkan banyak dahak yang kental dan berlendir, dan saya merasa sangat lelah dan lelah. Semuanya agak sulit untuk dihadapi, dan saya merasa sangat sakit saat ini
33; Asma bronkial; Harus saya akui bahwa saya mengalami demam tinggi, batuk terus-menerus, dan sesak napas. Selain itu, saya telah batuk banyak air liur yang kental dan berlendir dan saya merasa sangat lelah dan lelah.
34; Asma bronkial;Saya mengalami masa-masa sulit dengan batuk terus-menerus, kesulitan bernapas, dan kelelahan. Demam saya tinggi, dan saya sering batuk dengan dahak yang kental dan berlendir. Semuanya agak menguras tenaga dan melelahkan, dan aku merasa sangat mual saat ini.
35; Asma bronkial; Saya telah berjuang dengan batuk terus-menerus, masalah pernapasan, dan kelelahan. Saya sering batuk dengan dahak yang kental dan berlendir serta demam tinggi. Semua ini sangat melelahkan dan melelahkan, dan saat ini saya merasa agak sakit.
36; Asma bronkial; Saya telah berurusan dengan batuk yang parah, masalah pernapasan, dan kantuk. Saya sering batuk dengan dahak yang kental dan berlendir serta demam tinggi. Semua ini sangat melelahkan dan melelahkan, dan saat ini saya merasa agak sakit.
37; Asma bronkial;Batuk saya yang terus-menerus, masalah pernapasan, dan kelelahan membuat segalanya menjadi sulit bagi saya. Saya telah mengeluarkan dahak kental dan berlendir dalam jumlah banyak sambil juga mengalami demam tinggi. Saya saat ini merasa cukup sakit karena semuanya begitu melelahkan dan melelahkan.
38; Asma bronkial; Dengan batuk terus-menerus, masalah pernapasan, dan kelelahan, saya berjuang keras. Saya mengalami demam tinggi dan mengeluarkan banyak dahak kental berlendir saat batuk. Saat ini saya merasa agak mual karena betapa melelahkan dan melelahkannya semuanya.
39; Asma bronkial; Demam saya menembus atap, dan saya sangat lemah dan lelah. Saya telah batuk banyak lendir, dan mengelola semua gejala ini sangat sulit. Semuanya membuatku sangat kesal.
40; Asma bronkial; Dokter Karena demam tinggi, saya tidak bisa bernapas melalui hidung atau mulut selama beberapa hari dan merasa terlalu lelah. Tolong rekomendasikan beberapa obat untuk saya.
41; Asma bronkial;Hei, saya menderita batuk kering, kesulitan bernapas, dan demam tinggi. Saya mengeluarkan banyak lendir dan merasa sangat lemah dan lelah.
42; Asma bronkial; Saya batuk tanpa henti selama berhari-hari, dan saya juga mengalami masalah pernapasan. Demam saya menembus atap, dan saya sangat lemah dan lelah. Semua gejala ini sangat sulit untuk saya kendalikan,
43; Asma bronkial; Selain mengantuk, saya juga mengalami kesulitan bernapas karena batuk terus-menerus. Saya sering batuk dengan dahak yang kental dan berlendir serta demam tinggi.
44; Asma bronkial; Saya kesulitan bernapas, batuk terus-menerus, dan merasa lelah. Saya mengalami demam yang sangat tinggi dan batuk dengan banyak air liur yang kental dan berlendir. Saya hanya merasa sangat lelah dan lelah karena mencoba menangani semuanya.
45; Asma bronkial;Saya mengalami kesulitan bernapas, batuk kronis, dan kelelahan. Saya telah mengeluarkan banyak dahak yang kental dan berlendir sambil juga mengalami suhu yang sangat tinggi. Karena harus mengatasi semua ini, saya merasa sangat lelah dan lelah.
46; Asma bronkial; Halo, Ibu dan Ayah Baru-baru ini, saya merasa sangat lelah dan batuk yang tidak kunjung sembuh. Demam saya sangat tinggi, dan pernapasan saya menjadi pendek. Selain itu, saya telah batuk banyak lendir, dahak kental.
47; Asma bronkial; Saya telah bergumul dengan kelelahan dan batuk terus-menerus yang membuat saya sulit bernapas. Demam saya tinggi, dan saya sering batuk dengan dahak yang kental dan berlendir.
48; Asma bronkial; Dokter Karena demam tinggi, saya tidak bisa bernapas melalui hidung atau mulut selama beberapa hari dan merasa terlalu lelah. Kadang-kadang lendir juga terlihat. Tolong rekomendasikan beberapa obat untuk saya.
49; Asma bronkial; Saya mengalami masalah kesehatan selama seminggu, termasuk batuk kering, kesulitan bernapas, dan kelemahan umum.
50; Hipertensi;Saya telah mengalami sakit kepala, nyeri dada, pusing, dan kesulitan menjaga keseimbangan. Saya juga merasa sulit berkonsentrasi
51; Hipertensi; Seiring dengan sakit kepala, nyeri dada, ketidakstabilan, dan masalah keseimbangan, saya juga merasa pusing. Saya juga berpikir saya mengalami masalah fokus.
52; Hipertensi; Seiring dengan sakit kepala, nyeri dada, ketidakstabilan, dan masalah keseimbangan, saya juga merasa tidak enak badan. Saya juga berpikir saya mengalami masalah fokus.
53; Hipertensi; Selain sakit kepala, nyeri dada, ketidakstabilan, dan masalah keseimbangan, saya sudah merasa tidak enak badan. Saya juga mengira saya mengalami masalah fokus.
54; Hipertensi; Saya telah mengalami masalah keseimbangan, sakit kepala, nyeri dada, dan pusing. Kemampuan saya untuk berkonsentrasi dan fokus juga menantang.
55; Hipertensi; Saya mengalami sakit kepala, nyeri dada, pusing, dan masalah keseimbangan. Saya juga sulit untuk fokus dan berkonsentrasi.
56; Hipertensi;Saya mengalami kesulitan berjalan, sakit kepala, nyeri dada, dan pusing. Keterampilan konsentrasi dan fokus saya juga menantang.
57; Hipertensi; Saya mengalami keseimbangan yang buruk, sakit kepala, nyeri dada, dan pusing. Kemampuan saya untuk memperhatikan dan fokus juga bermasalah.
58; Hipertensi; Koordinasi saya terputus, dan saya mengalami sakit kepala, nyeri dada, dan pusing. Selain itu, saya mengalami kesulitan berkonsentrasi dan fokus.
59; Hipertensi; Gejala saya termasuk sakit kepala, nyeri dada, pusing, kurang keseimbangan, dan sulit berkonsentrasi.
60; Hipertensi; Saya mengalami gejala seperti sakit kepala, nyeri dada, pusing, kehilangan keseimbangan, dan sulit fokus.
61; Hipertensi; Saya menderita gejala termasuk sakit kepala, nyeri dada, pusing, kehilangan keseimbangan, dan kesulitan berkonsentrasi.
62; Hipertensi; Sakit kepala, rasa tidak nyaman di dada, pusing, kurang keseimbangan, dan sulit berkonsentrasi adalah beberapa gejala yang saya alami.
63; Hipertensi;Seiring dengan sakit kepala dan nyeri dada, saya juga mengalami masalah pingsan dan keseimbangan. Selain itu, saya menemukan bahwa sulit bagi saya untuk fokus.
64; Hipertensi; Saya telah mengalami masalah keseimbangan, sakit kepala, nyeri dada, dan pusing. Saya juga menyadari bahwa saya mengalami kesulitan untuk fokus.
65; Hipertensi; Keseimbangan saya hilang, dan saya mengalami sakit kepala, nyeri dada, dan pusing. Saya juga mengamati bahwa sulit bagi saya untuk berkonsentrasi.
66; Hipertensi; Saya telah mengalami masalah keseimbangan, nyeri dada, sakit kepala, dan nyeri. Saya juga mengalami kesulitan untuk fokus.
67; Hipertensi; Saya mengalami nyeri dada, pusing, dan sakit kepala yang terasa seperti ditekan terus menerus di dahi.
68; Hipertensi; Saya merasa pusing dan goyah di kaki saya, dan juga memperhatikan penurunan kemampuan saya untuk fokus dan berkonsentrasi.
69; Hipertensi; Saya telah mengalami pusing dan kegoyahan, serta kehilangan rentang perhatian dan kemampuan untuk berkonsentrasi.
70; Hipertensi;Saya telah mengalami pusing dan kecemasan, serta kehilangan perhatian dan konsentrasi serta kemampuan untuk berkonsentrasi.
71; Hipertensi; Saya merasakan sakit yang hebat di dada saya, sakit kepala yang tidak kunjung hilang, dan saya merasa pusing dan goyah.
72; Hipertensi; Saya merasakan sakit yang hebat di dada saya, sakit kepala yang tidak kunjung hilang, dan saya merasa pusing dan goyah.
73; Hipertensi; Seiring dengan nyeri dada, pusing, dan sakit kepala yang terasa seperti zona sempit di sekitar kepala saya, saya mengalami banyak masalah.
74; Hipertensi; Saya telah bergumul dengan sakit kepala yang terasa seperti pita kencang di sekitar kepala saya, bersamaan dengan nyeri dada dan pusing.
75; Hipertensi; Saya telah mengalami masalah keseimbangan selain merasa bingung dan pusing. Sakit kepala saya juga hadir tanpa henti.
76; Hipertensi; Saya merasa bingung dan pusing, dan juga kesulitan menjaga keseimbangan. Sakit kepala saya juga selalu hadir.
77; Hipertensi;Saya telah mengalami masalah keseimbangan bersamaan dengan perasaan pusing dan pusing. Selain itu, saya telah melihat penurunan konsentrasi dan fokus saya.
78; Hipertensi; Selain merasa pusing dan pusing, saya mengalami masalah dalam menjaga keseimbangan. Kemampuan saya untuk berkonsentrasi dan fokus juga menurun, saya perhatikan.
79; Hipertensi; Saya mengalami sakit kepala yang terasa seperti nyeri tajam di pelipis, disertai nyeri dada dan pusing.
80; Hipertensi; Bersamaan dengan nyeri dada dan pusing, saya mengalami sakit kepala yang terasa seperti nyeri tajam di dahi.
81; Hipertensi; Saya merasa baik-baik saja sepanjang hari, tetapi tiba-tiba sakit kepala, nyeri dada, dan pusing saat berjalan-jalan. Sulit bagi saya untuk fokus dan berkonsentrasi sejak saat itu.
82; Hipertensi; Saat berjalan-jalan, saya tiba-tiba mulai mengalami sakit kepala, nyeri dada, dan pusing setelah merasa baik-baik saja sepanjang hari. Sejak saat itu, sulit bagi saya untuk berkonsentrasi dan fokus.
83; Hipertensi;Saya bangun pagi ini dengan sakit kepala dan nyeri dada, dan seiring berlalunya hari, saya juga merasa pusing dan kaki saya tidak stabil.
84; Hipertensi; Saya mengalami sakit kepala dan nyeri dada pagi ini, dan seiring berlalunya hari, saya juga mulai merasa goyah dan tidak stabil di kaki saya.
85; Hipertensi; Saya telah mengalami sakit kepala dan nyeri dada selama beberapa hari, tetapi hari ini pusing dan kehilangan keseimbangan menjadi jauh lebih buruk.
86; Hipertensi; Selama beberapa hari ini, saya menderita sakit kepala dan nyeri dada, tetapi hari ini pusing dan kurang keseimbangan semakin parah.
87; Hipertensi; Saya sedang bekerja ketika saya mulai merasakan sakit kepala, nyeri dada, dan pusing. Sulit bagi saya untuk berkonsentrasi dan fokus pada tugas saya sejak saat itu.
88; Hipertensi; Ketika saya pertama kali mengalami sakit kepala, nyeri dada, dan pusing, saya sedang bekerja. Sejak itu, sulit bagi saya untuk fokus dan berkonsentrasi pada pekerjaan saya.
89; Hipertensi;Saya sedang berolahraga ketika tiba-tiba saya mengalami sakit kepala, nyeri dada, dan pusing. Sulit bagi saya untuk menjaga keseimbangan sejak saat itu
90; Hipertensi; Saya langsung mengalami sakit kepala, nyeri dada, dan pusing saat berolahraga. Sejak itu, sulit bagi saya untuk menjaga keseimbangan.
91; Hipertensi; Saya merasa baik-baik saja sepanjang hari, tetapi tiba-tiba sakit kepala, nyeri dada, dan pusing saat berkendara pulang kerja. Sulit bagi saya untuk fokus dan berkonsentrasi di jalan sejak saat itu.
92; Hipertensi; Saya merasa baik-baik saja sepanjang hari, tetapi ketika saya dalam perjalanan pulang kerja, tiba-tiba saya mulai sakit kepala, dada tidak nyaman, dan pusing. Sejak itu, sulit bagi saya untuk berkonsentrasi dan fokus saat mengemudi.
93; Hipertensi; Saya sedang berbelanja ketika saya mulai merasakan sakit kepala, nyeri dada, dan pusing. Sulit bagi saya untuk fokus dan berkonsentrasi pada tugas-tugas saya sejak saat itu.
94; Hipertensi;Ketika saya pertama kali mengalami sakit kepala, nyeri dada, dan pusing, saya sedang berbelanja. Sejak saat itu, saya sulit berkonsentrasi pada pekerjaan saya.
95; Hipertensi; Saya bangun pagi ini merasa baik-baik saja, tetapi seiring berjalannya hari, saya mulai mengalami sakit kepala, nyeri dada, dan pusing. Sulit bagi saya untuk fokus dan berkonsentrasi pada pekerjaan saya sejak saat itu.
96; Hipertensi; Saya merasa baik ketika saya bangun pagi ini, tetapi seiring berlalunya hari, saya mulai merasa sakit kepala, sakit perut, dan pusing. Sejak saat itu, sulit bagi saya untuk berkonsentrasi dan fokus pada pekerjaan saya.
97; Hipertensi; Saya sedang berada di tengah rapat ketika tiba-tiba saya mengalami sakit kepala, nyeri dada, dan pusing. Sulit bagi saya untuk fokus dan berkonsentrasi pada diskusi sejak saat itu.
98; Hipertensi; Saya tiba-tiba mengalami sakit kepala, nyeri dada, dan pusing di tengah konferensi. Sejak itu, sulit bagi saya untuk berkonsentrasi dan fokus pada topik.
99; Hipertensi;Saya merasa baik-baik saja sepanjang hari, tetapi tiba-tiba sakit kepala, nyeri dada, dan pusing saat berlari. Sulit bagi saya untuk menjaga keseimbangan sejak saat itu
100; Migrain; Saya mengalami keasaman dan gangguan pencernaan setelah makan, serta sering sakit kepala dan penglihatan kabur.
101; Migrain; Saya sering mengalami sakit kepala dan pandangan kabur, serta refluks asam dan gangguan pencernaan setelah makan.
102; Migrain; Saya mengalami masalah dengan penglihatan saya, melihat benda-benda terdistorsi dan mengalami gangguan penglihatan.
103; Migrain; Saya menderita gangguan visual, melihat hal-hal yang terdistorsi, dan masalah penglihatan.
104; Migrain; Saya telah menghadapi gangguan visual, melihat hal-hal yang terdistorsi, dan kesulitan penglihatan.
105; Migrain; Saya merasa sangat lapar, bahkan setelah makan, dan leher saya kaku.
106; Migrain; Saya telah menghadapi gangguan visual, melihat hal-hal yang terdistorsi, dan kesulitan penglihatan.
107; Migrain; Akhir-akhir ini saya pemarah dan murung, dan saya juga memperhatikan perubahan dalam penglihatan saya.
108; Migrain; Saya merasa tertekan dan mudah tersinggung, dan telah memperhatikan perubahan dalam penglihatan saya.
109; Migrain;Akhir-akhir ini saya jengkel dan tertekan, dan saya juga memperhatikan perubahan dalam penglihatan saya.
110; Migrain; Seiring dengan sakit kepala berulang dan penglihatan kabur, saya menderita refluks asam dan kesulitan mencerna makanan.
111; Migrain; Saya mengalami refluks asam dan kesulitan mencerna makanan, disertai sakit kepala biasa dan gangguan penglihatan
112; Migrain; Saya selalu merasa lapar dan sakit leher, serta masalah dengan penglihatan saya.
113; Migrain; Selain mengalami masalah leher dan mata yang kaku, saya selalu merasa lapar.
114; Migrain; Saya telah mengalami keasaman, gangguan pencernaan, sakit kepala, penglihatan kabur dan terdistorsi, serta rasa lapar yang berlebihan, leher kaku, depresi, lekas marah, dan gangguan penglihatan.
115; Migrain; Seiring dengan nafsu makan yang berlebihan, leher kaku, depresi, ketidaksabaran, dan gangguan penglihatan, saya juga mengalami gangguan pencernaan, sakit kepala, pandangan kabur, dan refluks asam.
116; Migrain;Seiring dengan nafsu makan yang berlebihan, leher kaku, depresi, ketidaksabaran, dan gangguan penglihatan, saya juga menderita gangguan pencernaan, sakit kepala, penglihatan kabur, dan masalah perut.
117; Migrain; Saya menderita refluks asam, gangguan pencernaan, sering sakit kepala, dan gangguan penglihatan, serta rasa lapar yang berlebihan, sakit leher, depresi, lekas marah, dan gangguan penglihatan.
118; Migrain; Seiring dengan bertambahnya rasa lapar, sakit leher, melankolis, tidak sabar, dan distorsi visual, saya juga mengalami refluks asam, gangguan pencernaan, sering sakit kepala, dan penglihatan kabur.
119; Migrain; Seiring dengan peningkatan rasa lapar, sakit leher, kecemasan, iritasi, dan distorsi visual, saya juga mengalami refluks asam, gangguan pencernaan, sering sakit kepala, dan gangguan penglihatan.
120; Migrain; Saya telah mengalami masalah pencernaan, termasuk keasaman dan gangguan pencernaan, serta sakit kepala biasa dan penglihatan yang menyimpang, rasa lapar yang berlebihan, leher kaku, depresi, lekas marah, dan gangguan penglihatan.
121; Migrain;Selain sakit kepala berulang dan penglihatan kabur, nafsu makan meningkat, leher kaku, sedih, lekas marah, dan gangguan penglihatan, saya juga mengalami masalah perut, termasuk gangguan pencernaan dan keasaman.
122; Migrain; Selain sering sakit kepala dan penglihatan kabur, nafsu makan meningkat, leher kaku, gelisah, lekas marah, dan gangguan penglihatan, saya mengalami masalah perut, termasuk gangguan pencernaan dan keasaman.
123; Migrain; Saya telah bergumul dengan refluks asam, gangguan pencernaan, dan sakit kepala, serta penglihatan kabur dan terdistorsi, rasa lapar yang berlebihan, sakit leher, depresi, lekas marah, dan gangguan penglihatan.
124; Migrain; Seiring dengan sakit kepala, gangguan pencernaan, refluks asam, nafsu makan berlebihan, sakit leher, sedih, tidak sabar, dan gangguan penglihatan, saya juga mengalami penglihatan kabur dan terdistorsi.
125; Migrain; Seiring dengan sakit kepala, gangguan pencernaan, refluks asam, nafsu makan berlebihan, sakit leher, sedih, tidak sabar, dan gangguan penglihatan, saya juga merasakan penglihatan kabur dan terdistorsi.
126; Migrain;Saya telah mengalami masalah pencernaan, termasuk keasaman dan gangguan pencernaan, serta sering sakit kepala dan gangguan penglihatan, rasa lapar yang berlebihan, leher kaku, depresi, lekas marah, dan gangguan penglihatan.
127; Migrain; Keasaman dan gangguan pencernaan adalah salah satu masalah pencernaan yang saya alami, bersamaan dengan sakit kepala biasa, penglihatan kabur, rasa lapar yang meningkat, leher kaku, kesedihan, ketidaksabaran, dan gangguan penglihatan.
128; Migrain; Saya telah menderita refluks asam, gangguan pencernaan, dan sakit kepala biasa, serta penglihatan yang menyimpang, kelaparan yang berlebihan, sakit leher, depresi, lekas marah, dan gangguan penglihatan.
129; Migrain; Seiring dengan penglihatan yang menyimpang, nafsu makan yang berlebihan, leher yang sakit, melankolis, lekas marah, dan sakit kepala biasa, saya juga mengalami refluks asam, gangguan pencernaan, dan sakit kepala biasa.
130; Migrain; Seiring dengan penglihatan yang menyimpang, nafsu makan yang berlebihan, leher yang sakit, kecemasan, lekas marah, dan sakit kepala biasa, saya juga berjuang melawan refluks asam, gangguan pencernaan, dan sakit kepala biasa.
131; Migrain;Saya telah mengalami keasaman, gangguan pencernaan, dan sering sakit kepala, serta penglihatan kabur dan terdistorsi, kelaparan berlebihan, leher kaku, depresi, lekas marah, dan gangguan penglihatan.
132; Migrain; Asam lambung, gangguan pencernaan, sering sakit kepala, penglihatan kabur dan terdistorsi, nafsu makan meningkat, leher kaku, depresi, iritasi, dan distorsi visual semuanya telah mengganggu saya.
133; Migrain; Saya telah bergumul dengan masalah pencernaan, termasuk refluks asam dan gangguan pencernaan, serta sakit kepala biasa dan gangguan penglihatan, rasa lapar yang berlebihan, sakit leher, depresi, lekas marah, dan gangguan penglihatan.
134; Migrain; Saya sering mengalami sakit kepala, penglihatan kabur, nafsu makan berlebihan, sakit leher, sedih, lekas marah, dan masalah pencernaan termasuk gangguan pencernaan dan refluks asam.
135; Migrain; Saya sering mengalami sakit kepala, penglihatan kabur, nafsu makan berlebihan, sakit leher, kecemasan, lekas marah, dan kesulitan pencernaan termasuk gangguan pencernaan dan refluks asam.
136; Migrain;Saya telah mengalami keasaman, gangguan pencernaan, dan sakit kepala, serta penglihatan kabur dan terdistorsi, rasa lapar yang berlebihan, leher kaku, depresi, lekas marah, dan gangguan penglihatan.
137; Migrain; Seiring dengan nafsu makan yang berlebihan, leher kaku, sakit kepala, gangguan pencernaan, dan naiknya asam lambung, saya juga mengalami kesedihan, ketidaksabaran, dan distorsi visual.
138; Migrain; Seiring dengan nafsu makan yang berlebihan, leher kaku, sakit kepala, gangguan pencernaan, dan naiknya asam lambung, saya juga mengalami kesedihan, ketidaksabaran, dan distorsi visual.
139; Migrain; Saya menderita refluks asam, gangguan pencernaan, dan sering sakit kepala, serta penglihatan yang menyimpang, kelaparan yang berlebihan, sakit leher, depresi, lekas marah, dan gangguan penglihatan.
140; Migrain; Seiring dengan penglihatan yang terganggu, nafsu makan meningkat, sakit leher, melankolis, tidak sabar, dan sakit kepala biasa, saya juga mengalami sakit maag, refluks asam, dan gangguan pencernaan.
141; Migrain; Seiring dengan gangguan penglihatan, makan berlebihan, sakit leher, melankolis, tidak sabar, dan sakit kepala terus-menerus, saya juga berjuang melawan mulas, refluks asam, dan gangguan pencernaan.
142; Migrain;Saya telah mengalami keasaman, gangguan pencernaan, sakit kepala, penglihatan kabur dan terdistorsi, serta rasa lapar yang berlebihan, leher kaku, depresi, lekas marah, dan gangguan penglihatan. Gejala-gejala ini telah mempengaruhi kehidupan sehari-hari saya dan membuat saya tidak nyaman.
143; Migrain; Seiring dengan nafsu makan yang berlebihan, leher kaku, depresi, ketidaksabaran, dan gangguan penglihatan, saya juga mengalami gangguan pencernaan, sakit kepala, pandangan kabur, dan refluks asam. Gejala-gejala ini telah mengganggu saya dan mengganggu aktivitas saya yang biasa.
144; Migrain; Selain nafsu makan berlebihan, leher tegang, depresi, lekas marah, dan gangguan penglihatan, saya juga mengalami gangguan pencernaan, sakit kepala, penglihatan kabur, dan refluks asam. Gejala-gejala ini telah mengganggu saya dan mengganggu aktivitas saya yang biasa.
145; Migrain;Saya menderita refluks asam, gangguan pencernaan, dan sakit kepala biasa, serta gangguan penglihatan, kelaparan berlebihan, sakit leher, depresi, lekas marah, dan gangguan penglihatan. Gejala-gejala ini telah membuat saya sangat tertekan dan menyulitkan untuk melakukan aktivitas sehari-hari.
146; Migrain; Seiring dengan masalah penglihatan, nafsu makan meningkat, sakit leher, melankolis, lekas marah, dan sakit kepala biasa, saya juga mengalami refluks asam, gangguan pencernaan, dan sering migrain. Kegiatan rutin saya menjadi lebih menantang dengan gejala-gejala ini, yang telah menyebabkan saya sangat tertekan.
147; Migrain; Seiring dengan masalah penglihatan, nafsu makan meningkat, sakit leher, melankolis, lekas marah, dan sakit kepala biasa, saya juga mengalami refluks asam lambung, gangguan pencernaan, dan sering pusing. Kegiatan rutin saya menjadi lebih sulit oleh gejala-gejala ini, yang telah menyebabkan saya sangat tertekan.
148; Migrain;Saya telah mengalami keasaman, gangguan pencernaan, sakit kepala, penglihatan kabur dan terdistorsi, serta rasa lapar yang berlebihan, leher kaku, depresi, lekas marah, dan gangguan penglihatan. Gejala-gejala ini telah mempengaruhi kehidupan sehari-hari saya dan membuat saya tidak nyaman.
149; Migrain;Saya telah bergumul dengan refluks asam, gangguan pencernaan, dan sakit kepala, serta penglihatan kabur dan terdistorsi, rasa lapar yang berlebihan, sakit leher, depresi, lekas marah, dan gangguan penglihatan. Gejala-gejala ini telah menimbulkan banyak masalah bagi saya dan membuat saya sulit berkonsentrasi dan berfungsi secara normal.
150; spondylosis serviks; Saya telah mengalami sakit punggung yang parah, batuk terus-menerus, dan kelemahan pada anggota tubuh saya. Leher saya juga sakit dan saya merasa pusing dan kehilangan keseimbangan.
151; spondylosis serviks; Seiring dengan batuk kronis dan kelemahan anggota tubuh, saya telah mengalami ketidaknyamanan punggung yang menyiksa. Saya telah mengalami sakit leher serta vertigo dan ketidakstabilan.
152; spondylosis serviks; Saya menderita sakit punggung, batuk, dan kelemahan di lengan dan kaki saya. Selain itu, leher saya sakit dan saya mengalami masalah pusing dan menjaga keseimbangan.
153; spondylosis serviks;Sakit punggung, batuk, dan mati rasa di lengan dan kaki saya telah mengganggu saya. Selain itu, leher saya sakit, dan saya mengalami kesulitan untuk tetap seimbang dan tidak pusing.
154; spondylosis serviks; Sakit punggung, batuk-batuk, dan mati rasa di lengan dan kaki saya telah mengganggu saya. Selain itu, leher saya sakit, dan saya mengalami kesulitan untuk tetap seimbang dan tidak pusing.
155; spondylosis serviks; Nyeri biasanya, batuk batuk, dan mati rasa di lengan dan kaki saya telah mengganggu saya. Selain itu, leher saya sakit, dan saya mengalami kesulitan untuk tetap seimbang dan tidak pusing.
156; spondylosis serviks; Saya telah berjuang dengan sakit punggung, batuk yang tidak kunjung sembuh, dan kelemahan pada ekstremitas saya. Leher saya sakit dan saya bermasalah dengan pusing dan kehilangan keseimbangan.
157; spondylosis serviks; Ketidaknyamanan punggung, batuk terus-menerus, dan kelemahan pada anggota tubuh saya telah mengganggu saya. Saya memiliki masalah dengan vertigo dan kehilangan keseimbangan, dan leher saya sakit.
158; spondylosis serviks;Ketidaknyamanan punggung, kesulitan bernafas, dan kelemahan pada anggota tubuh saya telah menyakiti saya. Saya memiliki masalah dengan vertigo dan kehilangan keseimbangan, dan leher saya sakit.
159; spondylosis serviks; Saya telah mengalami sakit punggung yang hebat, batuk kering, dan kekurangan kekuatan pada anggota tubuh saya. Leher saya sakit dan saya merasa pusing dan kaki saya tidak stabil.
160; spondylosis serviks; Saya telah berjuang dengan sakit punggung yang parah, batuk kering, dan kelemahan anggota tubuh. Saya merasa pusing dan kaki saya goyah, dan leher saya sakit.
161; spondylosis serviks; Saya telah berjuang melawan sakit punggung, batuk kering, dan kelemahan anggota tubuh. Saya merasa pusing dan kaki saya tidak stabil, dan leher saya sakit.
162; spondylosis serviks; Saya telah berjuang dengan sakit punggung, batuk kronis, dan kelemahan anggota tubuh. Saya merasa bingung dan lemah pada kaki saya, dan leher saya sakit.
163; spondylosis serviks; Saya menderita sakit punggung, batuk berdahak, dan anggota tubuh lemah. Leher saya sakit dan saya memiliki masalah dengan pusing dan keseimbangan.
164; spondylosis serviks;Nyeri punggung, batuk produktif, dan kelemahan anggota tubuh telah mengganggu saya. Saya memiliki masalah keseimbangan dan pusing, dan leher saya sakit.
165; spondylosis serviks; Sakit punggung, kesulitan bernafas, dan kelemahan anggota tubuh telah mengganggu saya. Saya memiliki masalah keseimbangan dan pusing, dan leher saya menderita.
166; spondylosis serviks; Saya telah berjuang dengan sakit punggung, batuk terus-menerus, dan kelemahan pada otot saya. Leher saya sakit dan saya bermasalah dengan pusing dan kehilangan keseimbangan.
167; spondylosis serviks; Nyeri punggung, batuk berkepanjangan, dan kelemahan otot telah mengganggu saya. Saya memiliki masalah dengan pusing dan kehilangan keseimbangan, dan leher saya sakit.
168; spondylosis serviks; Nyeri punggung, batuk kronis, dan kelemahan otot telah mengganggu saya. Saya khawatir dengan pusing dan kehilangan posisi, dan leher saya sakit.
169; spondylosis serviks; Saya telah mengalami sakit punggung yang parah, batuk yang datang dan pergi, dan kelemahan pada anggota tubuh saya. Leher saya juga sakit dan saya merasa pusing dan kehilangan keseimbangan.
170; spondylosis serviks;Saya mengalami serangan batuk intermiten, nyeri punggung yang signifikan, dan kelemahan anggota tubuh. Saya telah mengalami sakit leher serta pusing dan sensasi goyah.
171; spondylosis serviks; Saya mengalami serangan batuk berkala, sakit punggung yang parah, dan kelemahan anggota tubuh. Saya telah merasakan sakit leher serta pusing dan sensasi tidak stabil.
172; spondylosis serviks; Saya telah berurusan dengan sakit punggung, batuk yang tidak kunjung sembuh, dan kelemahan pada lengan dan kaki saya. Leher saya sakit dan saya bermasalah dengan pusing dan menjaga keseimbangan.
173; spondylosis serviks; Sakit punggung, batuk terus-menerus, dan mati rasa di lengan dan kaki telah mengganggu saya. Saya mengalami kesulitan untuk menjaga keseimbangan dan mengalami pusing, dan leher saya sakit.
174; spondylosis serviks; Nyeri punggung, batuk kering, dan kekakuan pada lengan dan kaki telah mengganggu saya. Saya mengalami masalah untuk tetap seimbang dan mengalami pusing, dan leher saya sakit.
175; spondylosis serviks;Saya telah mengalami sakit punggung, batuk terus-menerus, dan mati rasa di lengan dan kaki saya. Saya mengalami kesulitan untuk tetap seimbang dan mengelola vertigo saya, dan leher saya sakit.
176; spondylosis serviks; Lengan dan kaki saya lemah, dan saya menderita sakit punggung dan batuk terus-menerus. Selain mengalami sakit leher dan masalah keseimbangan, saya juga menderita pusing.
